nameWithOwner,url,createdAt,stargazers,releases
Karumi/Dexter,https://github.com/Karumi/Dexter,2015-11-17T13:14:43Z,5187,33
danikula/AndroidVideoCache,https://github.com/danikula/AndroidVideoCache,2015-04-01T11:25:52Z,5158,20
vavr-io/vavr,https://github.com/vavr-io/vavr,2014-01-30T14:07:25Z,5146,16
auth0/java-jwt,https://github.com/auth0/java-jwt,2014-03-07T15:06:11Z,5143,43
facebook/shimmer-android,https://github.com/facebook/shimmer-android,2015-02-27T22:25:22Z,5140,5
socketio/socket.io-client-java,https://github.com/socketio/socket.io-client-java,2013-04-28T17:04:05Z,5084,5
careercup/ctci,https://github.com/careercup/ctci,2013-03-21T23:01:01Z,5077,0
mybatis/generator,https://github.com/mybatis/generator,2013-02-10T11:14:50Z,5050,11
wequick/Small,https://github.com/wequick/Small,2015-11-27T11:37:20Z,5021,25
Trinea/android-common,https://github.com/Trinea/android-common,2012-06-19T07:49:46Z,5012,1
frogermcs/InstaMaterial,https://github.com/frogermcs/InstaMaterial,2014-11-10T18:56:49Z,5010,1
huanghongxun/HMCL,https://github.com/huanghongxun/HMCL,2015-06-22T08:06:03Z,4988,188
spring-attic/spring-mvc-showcase,https://github.com/spring-attic/spring-mvc-showcase,2011-06-03T15:36:55Z,4987,0
orhanobut/dialogplus,https://github.com/orhanobut/dialogplus,2014-12-12T09:24:44Z,4986,9
google/google-authenticator,https://github.com/google/google-authenticator,2014-10-08T17:54:27Z,4978,0
traex/RippleEffect,https://github.com/traex/RippleEffect,2014-10-14T13:32:51Z,4949,0
lettuce-io/lettuce-core,https://github.com/lettuce-io/lettuce-core,2014-05-10T13:08:46Z,4924,105
jeremylong/DependencyCheck,https://github.com/jeremylong/DependencyCheck,2012-09-03T20:43:30Z,4899,49
google/google-java-format,https://github.com/google/google-java-format,2015-05-11T20:38:28Z,4885,18
JodaOrg/joda-time,https://github.com/JodaOrg/joda-time,2011-05-16T16:49:57Z,4874,42
andkulikov/Transitions-Everywhere,https://github.com/andkulikov/Transitions-Everywhere,2014-10-15T03:37:03Z,4858,23
mcxiaoke/packer-ng-plugin,https://github.com/mcxiaoke/packer-ng-plugin,2015-11-24T04:08:08Z,4822,1
claritylab/lucida,https://github.com/claritylab/lucida,2014-05-13T17:12:49Z,4819,0
OpenTSDB/opentsdb,https://github.com/OpenTSDB/opentsdb,2010-08-27T02:05:20Z,4800,26
apache/hbase,https://github.com/apache/hbase,2014-05-23T07:00:07Z,4792,31
youtube/api-samples,https://github.com/youtube/api-samples,2013-12-09T18:41:41Z,4784,0
etsy/AndroidStaggeredGrid,https://github.com/etsy/AndroidStaggeredGrid,2013-12-09T19:43:45Z,4775,7
apache/camel,https://github.com/apache/camel,2009-05-21T00:25:36Z,4760,0
saiwu-bigkoo/Android-ConvenientBanner,https://github.com/saiwu-bigkoo/Android-ConvenientBanner,2014-12-23T06:12:33Z,4750,0
AntennaPod/AntennaPod,https://github.com/AntennaPod/AntennaPod,2012-07-31T10:25:08Z,4740,48
spring-projects/spring-data-examples,https://github.com/spring-projects/spring-data-examples,2014-01-30T15:42:43Z,4731,0
pardom-zz/ActiveAndroid,https://github.com/pardom-zz/ActiveAndroid,2012-11-15T18:10:45Z,4708,0
spring-cloud/spring-cloud-netflix,https://github.com/spring-cloud/spring-cloud-netflix,2014-07-11T15:46:12Z,4699,3
apache/hive,https://github.com/apache/hive,2009-05-21T02:31:01Z,4698,0
hongyangAndroid/baseAdapter,https://github.com/hongyangAndroid/baseAdapter,2015-08-03T02:55:51Z,4696,0
gabrielemariotti/cardslib,https://github.com/gabrielemariotti/cardslib,2013-09-20T21:57:19Z,4695,27
deathmarine/Luyten,https://github.com/deathmarine/Luyten,2013-07-11T10:57:28Z,4676,17
jankotek/mapdb,https://github.com/jankotek/mapdb,2012-08-17T15:28:54Z,4662,0
wdullaer/MaterialDateTimePicker,https://github.com/wdullaer/MaterialDateTimePicker,2015-01-03T19:41:03Z,4661,54
spring-attic/spring-security-oauth,https://github.com/spring-attic/spring-security-oauth,2011-07-26T18:08:49Z,4631,0
kyleduo/SwitchButton,https://github.com/kyleduo/SwitchButton,2014-09-09T07:20:43Z,4623,0
square/sqlbrite,https://github.com/square/sqlbrite,2015-02-19T04:38:37Z,4599,9
javaparser/javaparser,https://github.com/javaparser/javaparser,2011-10-30T14:03:44Z,4591,40
reactive-streams/reactive-streams-jvm,https://github.com/reactive-streams/reactive-streams-jvm,2014-02-28T13:16:15Z,4587,0
go-lang-plugin-org/go-lang-idea-plugin,https://github.com/go-lang-plugin-org/go-lang-idea-plugin,2010-08-29T08:20:01Z,4582,21
cglib/cglib,https://github.com/cglib/cglib,2014-03-29T13:48:30Z,4579,15
chentao0707/SimplifyReader,https://github.com/chentao0707/SimplifyReader,2015-08-17T08:22:53Z,4574,0
orientechnologies/orientdb,https://github.com/orientechnologies/orientdb,2012-12-09T20:33:47Z,4570,198
pili-engineering/PLDroidPlayer,https://github.com/pili-engineering/PLDroidPlayer,2015-06-02T04:41:29Z,4565,42
coobird/thumbnailator,https://github.com/coobird/thumbnailator,2015-07-25T05:38:33Z,4558,0
Flipboard/bottomsheet,https://github.com/Flipboard/bottomsheet,2015-04-23T17:37:32Z,4545,10
jdamcd/android-crop,https://github.com/jdamcd/android-crop,2014-03-13T10:24:43Z,4538,6
bitcoinj/bitcoinj,https://github.com/bitcoinj/bitcoinj,2013-11-19T04:33:23Z,4526,1
JakeWharton/NineOldAndroids,https://github.com/JakeWharton/NineOldAndroids,2011-12-08T19:46:37Z,4512,0
meefik/linuxdeploy,https://github.com/meefik/linuxdeploy,2012-08-21T04:49:14Z,4507,37
puniverse/quasar,https://github.com/puniverse/quasar,2013-03-27T14:51:24Z,4490,18
zhanglei-workspace/shopping-management-system,https://github.com/zhanglei-workspace/shopping-management-system,2015-11-16T12:53:21Z,4490,0
firebase/FirebaseUI-Android,https://github.com/firebase/FirebaseUI-Android,2015-07-09T17:31:09Z,4486,65
alibaba/dexposed,https://github.com/alibaba/dexposed,2015-06-30T02:59:16Z,4455,0
apache/pinot,https://github.com/apache/pinot,2014-05-19T23:27:48Z,4453,16
square/android-times-square,https://github.com/square/android-times-square,2013-01-30T20:28:27Z,4441,0
castorflex/SmoothProgressBar,https://github.com/castorflex/SmoothProgressBar,2013-11-27T20:32:16Z,4438,9
brianfrankcooper/YCSB,https://github.com/brianfrankcooper/YCSB,2010-04-19T20:52:11Z,4435,55
ronmamo/reflections,https://github.com/ronmamo/reflections,2013-04-16T16:19:26Z,4415,3
Netflix/ribbon,https://github.com/Netflix/ribbon,2013-01-15T01:08:04Z,4398,41
apache/ignite,https://github.com/apache/ignite,2015-02-19T08:00:05Z,4391,0
TeamAmaze/AmazeFileManager,https://github.com/TeamAmaze/AmazeFileManager,2014-07-14T19:47:53Z,4370,65
yasserg/crawler4j,https://github.com/yasserg/crawler4j,2011-12-31T22:49:18Z,4367,3
CellularPrivacy/Android-IMSI-Catcher-Detector,https://github.com/CellularPrivacy/Android-IMSI-Catcher-Detector,2013-11-23T10:04:14Z,4360,48
citerus/dddsample-core,https://github.com/citerus/dddsample-core,2015-01-31T23:21:37Z,4355,0
j-easy/easy-rules,https://github.com/j-easy/easy-rules,2013-03-10T14:38:26Z,4319,10
mcxiaoke/android-volley,https://github.com/mcxiaoke/android-volley,2013-05-21T05:35:26Z,4314,0
bingoogolapple/BGARefreshLayout-Android,https://github.com/bingoogolapple/BGARefreshLayout-Android,2015-05-28T16:17:00Z,4296,4
aporter/coursera-android,https://github.com/aporter/coursera-android,2014-01-05T09:55:31Z,4281,0
cjlin1/libsvm,https://github.com/cjlin1/libsvm,2013-09-10T14:32:07Z,4280,0
airbnb/DeepLinkDispatch,https://github.com/airbnb/DeepLinkDispatch,2015-06-11T21:16:48Z,4270,22
tuguangquan/mybatis,https://github.com/tuguangquan/mybatis,2014-11-03T04:51:06Z,4261,0
bisq-network/bisq,https://github.com/bisq-network/bisq,2014-03-12T09:42:29Z,4257,130
azkaban/azkaban,https://github.com/azkaban/azkaban,2012-10-18T01:34:53Z,4225,48
grantland/android-autofittextview,https://github.com/grantland/android-autofittextview,2011-02-14T06:00:52Z,4221,1
stleary/JSON-java,https://github.com/stleary/JSON-java,2010-12-21T17:46:09Z,4218,17
JSQLParser/JSqlParser,https://github.com/JSQLParser/JSqlParser,2011-06-23T22:51:52Z,4214,30
rstudio/rstudio,https://github.com/rstudio/rstudio,2010-12-07T19:10:25Z,4208,0
react-native-webrtc/react-native-webrtc,https://github.com/react-native-webrtc/react-native-webrtc,2015-09-27T10:57:30Z,4200,60
phishman3579/java-algorithms-implementation,https://github.com/phishman3579/java-algorithms-implementation,2013-11-20T03:30:19Z,4195,0
pmd/pmd,https://github.com/pmd/pmd,2012-07-11T18:03:00Z,4192,85
chewiebug/GCViewer,https://github.com/chewiebug/GCViewer,2011-10-23T09:01:04Z,4172,5
querydsl/querydsl,https://github.com/querydsl/querydsl,2011-08-05T06:46:32Z,4172,34
Jacksgong/JKeyboardPanelSwitch,https://github.com/Jacksgong/JKeyboardPanelSwitch,2015-07-01T17:42:01Z,4170,14
line/armeria,https://github.com/line/armeria,2015-11-16T04:04:01Z,4160,213
bingoogolapple/BGABanner-Android,https://github.com/bingoogolapple/BGABanner-Android,2014-10-25T17:15:18Z,4140,0
dreamhead/moco,https://github.com/dreamhead/moco,2012-10-18T09:09:51Z,4137,0
ongakuer/CircleIndicator,https://github.com/ongakuer/CircleIndicator,2014-07-30T14:02:56Z,4130,7
LWJGL/lwjgl3,https://github.com/LWJGL/lwjgl3,2012-12-23T15:40:04Z,4128,16
CalebFenton/simplify,https://github.com/CalebFenton/simplify,2014-01-16T05:14:02Z,4124,9
pedrovgs/AndroidWiFiADB,https://github.com/pedrovgs/AndroidWiFiADB,2015-10-18T21:58:45Z,4123,8
mock-server/mockserver,https://github.com/mock-server/mockserver,2013-02-26T06:09:52Z,4063,0
bytedeco/javacpp,https://github.com/bytedeco/javacpp,2014-04-21T12:47:21Z,4062,9
Fuzion24/JustTrustMe,https://github.com/Fuzion24/JustTrustMe,2014-07-24T23:45:05Z,4057,1
apache/shiro,https://github.com/apache/shiro,2009-08-29T08:00:17Z,4053,0
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper,2012-02-18T19:57:38Z,4051,39
Yalantis/Phoenix,https://github.com/Yalantis/Phoenix,2015-01-12T14:11:20Z,4041,1
Freeyourgadget/Gadgetbridge,https://github.com/Freeyourgadget/Gadgetbridge,2015-01-05T23:19:03Z,4031,0
Manabu-GT/ExpandableTextView,https://github.com/Manabu-GT/ExpandableTextView,2014-05-17T19:40:15Z,4021,4
makovkastar/FloatingActionButton,https://github.com/makovkastar/FloatingActionButton,2014-07-22T13:29:55Z,4019,0
DiUS/java-faker,https://github.com/DiUS/java-faker,2011-06-06T01:01:21Z,4019,0
BoltsFramework/Bolts-Android,https://github.com/BoltsFramework/Bolts-Android,2014-01-30T04:58:14Z,4014,11
eirslett/frontend-maven-plugin,https://github.com/eirslett/frontend-maven-plugin,2013-08-30T14:44:38Z,3982,0
powermock/powermock,https://github.com/powermock/powermock,2014-05-28T07:53:53Z,3982,16
traccar/traccar,https://github.com/traccar/traccar,2012-04-16T08:33:49Z,3975,42
oblac/jodd,https://github.com/oblac/jodd,2012-09-07T20:26:48Z,3962,37
xcltapestry/XCL-Charts,https://github.com/xcltapestry/XCL-Charts,2014-06-09T15:44:50Z,3949,0
killbill/killbill,https://github.com/killbill/killbill,2012-10-21T20:55:05Z,3948,136
alibaba/jstorm,https://github.com/alibaba/jstorm,2013-09-03T03:53:16Z,3939,22
mik3y/usb-serial-for-android,https://github.com/mik3y/usb-serial-for-android,2013-06-30T23:17:45Z,3933,24
oldmanpushcart/greys-anatomy,https://github.com/oldmanpushcart/greys-anatomy,2012-11-21T19:39:35Z,3924,0
orhanobut/hawk,https://github.com/orhanobut/hawk,2015-02-19T22:25:23Z,3919,22
JoanZapata/android-iconify,https://github.com/JoanZapata/android-iconify,2013-06-12T11:42:01Z,3910,0
failsafe-lib/failsafe,https://github.com/failsafe-lib/failsafe,2015-06-30T00:56:39Z,3897,0
databricks/learning-spark,https://github.com/databricks/learning-spark,2014-06-16T04:47:54Z,3837,0
code4craft/tiny-spring,https://github.com/code4craft/tiny-spring,2014-01-10T16:37:57Z,3836,0
jitsi/jitsi,https://github.com/jitsi/jitsi,2013-04-24T17:37:20Z,3825,7
MiguelCatalan/MaterialSearchView,https://github.com/MiguelCatalan/MaterialSearchView,2015-09-14T17:13:46Z,3819,6
oracle/opengrok,https://github.com/oracle/opengrok,2013-01-07T11:49:18Z,3818,213
zzhoujay/RichText,https://github.com/zzhoujay/RichText,2015-07-21T09:36:01Z,3803,0
roboguice/roboguice,https://github.com/roboguice/roboguice,2012-08-12T20:37:19Z,3794,0
google/open-location-code,https://github.com/google/open-location-code,2014-09-30T18:26:35Z,3786,5
jboss-javassist/javassist,https://github.com/jboss-javassist/javassist,2013-05-24T08:31:32Z,3775,21
lzyzsd/CircleProgress,https://github.com/lzyzsd/CircleProgress,2014-10-30T16:14:42Z,3750,0
timehop/sticky-headers-recyclerview,https://github.com/timehop/sticky-headers-recyclerview,2014-10-03T01:57:46Z,3749,0
liquibase/liquibase,https://github.com/liquibase/liquibase,2011-07-08T20:08:20Z,3738,83
yanzhenjie/NoHttp,https://github.com/yanzhenjie/NoHttp,2015-07-29T06:11:12Z,3711,0
apache/calcite,https://github.com/apache/calcite,2014-06-25T07:00:07Z,3710,0
rovo89/XposedInstaller,https://github.com/rovo89/XposedInstaller,2012-04-02T20:33:05Z,3685,0
yangfuhai/ASimpleCache,https://github.com/yangfuhai/ASimpleCache,2013-07-28T13:50:59Z,3668,0
apache/nifi,https://github.com/apache/nifi,2014-12-12T08:00:05Z,3662,0
linyiqun/DataMiningAlgorithm,https://github.com/linyiqun/DataMiningAlgorithm,2015-01-11T02:50:28Z,3661,0
apache/incubator-heron,https://github.com/apache/incubator-heron,2015-09-25T16:09:24Z,3649,56
h2database/h2database,https://github.com/h2database/h2database,2015-04-10T19:09:09Z,3640,18
knowm/XChange,https://github.com/knowm/XChange,2012-02-02T10:48:28Z,3632,0
crate/crate,https://github.com/crate/crate,2013-04-10T09:17:16Z,3628,59
litesuits/android-common,https://github.com/litesuits/android-common,2014-05-29T08:08:00Z,3626,0
Ereza/CustomActivityOnCrash,https://github.com/Ereza/CustomActivityOnCrash,2014-07-04T19:46:21Z,3622,12
oshi/oshi,https://github.com/oshi/oshi,2012-02-10T12:46:48Z,3621,138
jindrapetrik/jpexs-decompiler,https://github.com/jindrapetrik/jpexs-decompiler,2014-05-10T17:20:56Z,3607,146
rockerhieu/emojicon,https://github.com/rockerhieu/emojicon,2014-01-18T12:32:38Z,3607,2
Atmosphere/atmosphere,https://github.com/Atmosphere/atmosphere,2010-06-30T14:26:23Z,3607,0
tyrantgit/ExplosionField,https://github.com/tyrantgit/ExplosionField,2015-09-23T11:34:50Z,3589,0
osmandapp/OsmAnd,https://github.com/osmandapp/OsmAnd,2011-01-15T19:59:44Z,3583,1
kikoso/android-stackblur,https://github.com/kikoso/android-stackblur,2013-08-15T14:44:32Z,3582,0
dongjunkun/DropDownMenu,https://github.com/dongjunkun/DropDownMenu,2015-06-23T07:43:56Z,3581,2
zendesk/maxwell,https://github.com/zendesk/maxwell,2015-02-09T22:06:13Z,3578,198
johncarl81/parceler,https://github.com/johncarl81/parceler,2013-07-03T02:53:01Z,3573,0
promeG/TinyPinyin,https://github.com/promeG/TinyPinyin,2015-09-30T03:24:50Z,3566,2
DV8FromTheWorld/JDA,https://github.com/DV8FromTheWorld/JDA,2015-12-12T13:57:32Z,3557,69
jacoco/jacoco,https://github.com/jacoco/jacoco,2012-07-08T21:45:13Z,3550,44
lsjwzh/RecyclerViewPager,https://github.com/lsjwzh/RecyclerViewPager,2015-01-17T18:30:34Z,3544,10
luontola/retrolambda,https://github.com/luontola/retrolambda,2013-07-20T07:25:22Z,3542,0
arimorty/floatingsearchview,https://github.com/arimorty/floatingsearchview,2015-11-22T02:38:32Z,3534,0
JakeWharton/ThreeTenABP,https://github.com/JakeWharton/ThreeTenABP,2015-07-03T17:35:09Z,3524,0
killme2008/aviatorscript,https://github.com/killme2008/aviatorscript,2011-03-29T12:48:47Z,3524,49
apache/maven,https://github.com/apache/maven,2009-05-21T03:22:03Z,3523,5
davideas/FlexibleAdapter,https://github.com/davideas/FlexibleAdapter,2015-05-02T22:00:43Z,3517,30
baoyongzhang/SwipeMenuListView,https://github.com/baoyongzhang/SwipeMenuListView,2014-08-24T15:40:45Z,3514,2
eclipse/jetty.project,https://github.com/eclipse/jetty.project,2011-07-14T01:11:57Z,3514,61
dropbox/hackpad,https://github.com/dropbox/hackpad,2015-08-14T02:32:17Z,3503,0
MovingBlocks/Terasology,https://github.com/MovingBlocks/Terasology,2011-03-04T03:49:19Z,3477,69
linkedin/databus,https://github.com/linkedin/databus,2012-12-17T17:49:17Z,3474,0
code4craft/netty-learning,https://github.com/code4craft/netty-learning,2013-09-19T02:24:25Z,3470,0
openhab/openhab1-addons,https://github.com/openhab/openhab1-addons,2013-09-20T20:28:43Z,3451,14
ikarus23/MifareClassicTool,https://github.com/ikarus23/MifareClassicTool,2013-02-12T15:39:03Z,3449,2
apache/kylin,https://github.com/apache/kylin,2015-01-03T08:00:05Z,3439,0
googlemaps/android-maps-utils,https://github.com/googlemaps/android-maps-utils,2013-05-17T00:08:48Z,3432,32
yigit/android-priority-jobqueue,https://github.com/yigit/android-priority-jobqueue,2014-06-20T00:12:45Z,3410,0
avast/android-butterknife-zelezny,https://github.com/avast/android-butterknife-zelezny,2013-12-23T14:24:08Z,3407,8
alamkanak/Android-Week-View,https://github.com/alamkanak/Android-Week-View,2014-09-17T10:07:12Z,3388,4
vert-x3/vertx-examples,https://github.com/vert-x3/vertx-examples,2015-02-24T17:42:44Z,3385,0
abel533/MyBatis-Spring-Boot,https://github.com/abel533/MyBatis-Spring-Boot,2015-12-19T09:57:22Z,3357,0
hmkcode/Android,https://github.com/hmkcode/Android,2013-09-02T16:12:28Z,3357,0
awaitility/awaitility,https://github.com/awaitility/awaitility,2010-01-22T15:12:52Z,3346,0
ivacf/archi,https://github.com/ivacf/archi,2015-09-11T16:13:34Z,3346,0
VaughnVernon/IDDD_Samples,https://github.com/VaughnVernon/IDDD_Samples,2013-04-08T22:12:57Z,3344,0
jMonkeyEngine/jmonkeyengine,https://github.com/jMonkeyEngine/jmonkeyengine,2014-03-20T22:29:28Z,3343,54
spockframework/spock,https://github.com/spockframework/spock,2010-12-12T19:02:34Z,3338,21
diffplug/spotless,https://github.com/diffplug/spotless,2015-04-27T19:10:58Z,3322,0
shekhargulati/99-problems,https://github.com/shekhargulati/99-problems,2015-11-22T05:56:33Z,3316,0
fyhertz/libstreaming,https://github.com/fyhertz/libstreaming,2013-01-30T21:24:47Z,3312,0
actorapp/actor-platform,https://github.com/actorapp/actor-platform,2015-06-21T00:29:57Z,3309,97
undertow-io/undertow,https://github.com/undertow-io/undertow,2012-07-19T00:52:44Z,3308,0
kevinsawicki/http-request,https://github.com/kevinsawicki/http-request,2011-10-21T19:54:58Z,3295,0
react-native-share/react-native-share,https://github.com/react-native-share/react-native-share,2015-09-30T02:27:34Z,3291,97
anggrayudi/android-hidden-api,https://github.com/anggrayudi/android-hidden-api,2015-09-16T11:58:33Z,3275,1
dingjikerbo/Android-BluetoothKit,https://github.com/dingjikerbo/Android-BluetoothKit,2015-10-08T09:07:33Z,3247,0
immutables/immutables,https://github.com/immutables/immutables,2013-07-07T13:48:23Z,3242,9
ragunathjawahar/android-saripaar,https://github.com/ragunathjawahar/android-saripaar,2012-09-08T11:52:30Z,3233,3
FasterXML/jackson-databind,https://github.com/FasterXML/jackson-databind,2011-12-23T07:17:41Z,3231,0
tangqi92/Android-Tips,https://github.com/tangqi92/Android-Tips,2015-09-10T09:01:47Z,3230,0
watabou/pixel-dungeon,https://github.com/watabou/pixel-dungeon,2014-07-26T17:34:32Z,3229,0
bluelinelabs/LoganSquare,https://github.com/bluelinelabs/LoganSquare,2015-02-17T03:24:12Z,3227,0
WritingMinds/ffmpeg-android-java,https://github.com/WritingMinds/ffmpeg-android-java,2014-09-11T10:12:09Z,3226,8
eishay/jvm-serializers,https://github.com/eishay/jvm-serializers,2010-04-25T03:12:00Z,3219,0
bauerca/drag-sort-listview,https://github.com/bauerca/drag-sort-listview,2012-06-01T06:32:13Z,3206,0
daimajia/AndroidViewHover,https://github.com/daimajia/AndroidViewHover,2014-08-08T12:04:43Z,3202,4
pengjianbo/GalleryFinal,https://github.com/pengjianbo/GalleryFinal,2015-09-21T07:01:17Z,3198,4
jfinal/jfinal,https://github.com/jfinal/jfinal,2012-04-25T08:48:48Z,3191,0
aragozin/jvm-tools,https://github.com/aragozin/jvm-tools,2012-04-28T09:28:32Z,3187,0
alibaba/cobar,https://github.com/alibaba/cobar,2014-01-15T11:20:09Z,3184,1
JCTools/JCTools,https://github.com/JCTools/JCTools,2013-11-10T18:04:40Z,3181,16
angryip/ipscan,https://github.com/angryip/ipscan,2011-06-28T20:58:48Z,3181,30
Red5/red5-server,https://github.com/Red5/red5-server,2013-11-19T05:04:10Z,3179,73
chrisbanes/ActionBar-PullToRefresh,https://github.com/chrisbanes/ActionBar-PullToRefresh,2013-06-04T14:44:53Z,3176,0
camunda/camunda-bpm-platform,https://github.com/camunda/camunda-bpm-platform,2013-01-03T10:10:31Z,3175,0
amulyakhare/TextDrawable,https://github.com/amulyakhare/TextDrawable,2014-10-19T09:56:45Z,3174,0
facebookarchive/network-connection-class,https://github.com/facebookarchive/network-connection-class,2015-03-18T02:16:43Z,3170,2
yangfuhai/afinal,https://github.com/yangfuhai/afinal,2012-10-17T08:10:00Z,3168,0
zzz40500/GsonFormat,https://github.com/zzz40500/GsonFormat,2014-10-31T14:16:39Z,3165,4
guoguibing/librec,https://github.com/guoguibing/librec,2014-01-09T16:06:11Z,3158,3
Skykai521/StickerCamera,https://github.com/Skykai521/StickerCamera,2015-07-05T14:12:43Z,3158,0
nicolasgramlich/AndEngine,https://github.com/nicolasgramlich/AndEngine,2011-11-22T14:20:11Z,3154,0
bitcoin-wallet/bitcoin-wallet,https://github.com/bitcoin-wallet/bitcoin-wallet,2012-03-31T17:06:47Z,3153,18
Sayi/poi-tl,https://github.com/Sayi/poi-tl,2015-03-20T06:47:52Z,3141,13
danylovolokh/VideoPlayerManager,https://github.com/danylovolokh/VideoPlayerManager,2015-07-09T21:32:15Z,3135,0
hitherejoe/animate,https://github.com/hitherejoe/animate,2015-11-16T15:06:22Z,3129,0
hongyangAndroid/Highlight,https://github.com/hongyangAndroid/Highlight,2015-10-08T15:03:40Z,3126,0
java8/Java8InAction,https://github.com/java8/Java8InAction,2013-10-28T23:59:40Z,3120,0
requery/requery,https://github.com/requery/requery,2015-11-14T00:45:31Z,3115,43
Mojang/brigadier,https://github.com/Mojang/brigadier,2014-09-15T08:48:24Z,3091,3
mplushnikov/lombok-intellij-plugin,https://github.com/mplushnikov/lombok-intellij-plugin,2013-10-09T21:49:01Z,3072,116
spring-io/initializr,https://github.com/spring-io/initializr,2013-06-07T16:02:22Z,3070,13
geoserver/geoserver,https://github.com/geoserver/geoserver,2011-11-10T19:56:06Z,3069,26
gabrielemariotti/RecyclerViewItemAnimators,https://github.com/gabrielemariotti/RecyclerViewItemAnimators,2014-08-22T00:24:43Z,3059,0
Marswin/MarsDaemon,https://github.com/Marswin/MarsDaemon,2015-12-25T03:21:41Z,3059,0
keyboardsurfer/Crouton,https://github.com/keyboardsurfer/Crouton,2012-08-03T11:04:36Z,3028,8
jgilfelt/android-viewbadger,https://github.com/jgilfelt/android-viewbadger,2011-09-27T22:50:57Z,3022,0
apache/logging-log4j2,https://github.com/apache/logging-log4j2,2013-06-12T07:00:19Z,3022,0
dmytrodanylyk/android-process-button,https://github.com/dmytrodanylyk/android-process-button,2014-05-02T20:39:23Z,3012,1
ZieIony/Carbon,https://github.com/ZieIony/Carbon,2015-02-04T23:11:18Z,3009,2
shopizer-ecommerce/shopizer,https://github.com/shopizer-ecommerce/shopizer,2012-11-21T03:42:39Z,3008,18
KeepSafe/dexcount-gradle-plugin,https://github.com/KeepSafe/dexcount-gradle-plugin,2015-06-04T03:33:17Z,3006,21
jd-alexander/LikeButton,https://github.com/jd-alexander/LikeButton,2015-12-23T17:49:46Z,3001,14
pedrovgs/DraggablePanel,https://github.com/pedrovgs/DraggablePanel,2014-04-13T11:40:54Z,3001,10
facebookarchive/react-native-fbsdk,https://github.com/facebookarchive/react-native-fbsdk,2015-08-03T17:10:14Z,2996,22
yui/yuicompressor,https://github.com/yui/yuicompressor,2008-12-05T19:13:24Z,2993,1
RoaringBitmap/RoaringBitmap,https://github.com/RoaringBitmap/RoaringBitmap,2013-06-17T20:29:23Z,2993,9
cSploit/android,https://github.com/cSploit/android,2014-10-04T05:53:29Z,2992,33
yusugomori/DeepLearning,https://github.com/yusugomori/DeepLearning,2013-01-01T16:23:53Z,2983,0
lovetuzitong/MultiImageSelector,https://github.com/lovetuzitong/MultiImageSelector,2015-04-08T10:12:50Z,2981,2
ltsopensource/light-task-scheduler,https://github.com/ltsopensource/light-task-scheduler,2014-10-24T12:53:14Z,2973,29
AxonFramework/AxonFramework,https://github.com/AxonFramework/AxonFramework,2011-12-02T16:04:42Z,2971,109
stephanenicolas/robospice,https://github.com/stephanenicolas/robospice,2012-09-19T14:09:37Z,2968,1
jasonross/Nuwa,https://github.com/jasonross/Nuwa,2015-11-11T14:48:23Z,2964,0
CrawlScript/WebCollector,https://github.com/CrawlScript/WebCollector,2014-07-12T03:16:12Z,2957,0
bmelnychuk/AndroidTreeView,https://github.com/bmelnychuk/AndroidTreeView,2015-02-11T02:48:05Z,2939,0
bastillion-io/Bastillion,https://github.com/bastillion-io/Bastillion,2013-02-07T23:11:49Z,2930,17
KeepSafe/ReLinker,https://github.com/KeepSafe/ReLinker,2015-10-15T18:23:00Z,2927,12
apache/curator,https://github.com/apache/curator,2014-03-03T08:00:07Z,2919,0
googlesamples/android-vision,https://github.com/googlesamples/android-vision,2015-07-01T21:40:31Z,2915,0
yacy/yacy_search_server,https://github.com/yacy/yacy_search_server,2015-03-22T12:54:20Z,2909,0
googlesamples/google-services,https://github.com/googlesamples/google-services,2015-05-20T22:45:11Z,2903,0
javaee/jersey,https://github.com/javaee/jersey,2012-05-18T11:38:25Z,2897,30
geftimov/android-pathview,https://github.com/geftimov/android-pathview,2015-01-20T15:21:06Z,2897,2
iwgang/CountdownView,https://github.com/iwgang/CountdownView,2015-10-12T07:46:28Z,2896,3
sublimehq/Packages,https://github.com/sublimehq/Packages,2015-06-13T04:17:44Z,2892,0
OpenHFT/Chronicle-Queue,https://github.com/OpenHFT/Chronicle-Queue,2013-06-02T15:11:33Z,2892,448
fabric8io/kubernetes-client,https://github.com/fabric8io/kubernetes-client,2015-07-09T15:43:13Z,2888,94
udacity/Sunshine-Version-2,https://github.com/udacity/Sunshine-Version-2,2015-03-05T01:48:44Z,2886,0
ManuelPeinado/FadingActionBar,https://github.com/ManuelPeinado/FadingActionBar,2013-05-25T11:50:00Z,2881,0
sockeqwe/AdapterDelegates,https://github.com/sockeqwe/AdapterDelegates,2015-07-29T11:19:56Z,2874,18
fengjundev/Android-Skin-Loader,https://github.com/fengjundev/Android-Skin-Loader,2015-07-01T07:36:33Z,2867,0
jackpal/Android-Terminal-Emulator,https://github.com/jackpal/Android-Terminal-Emulator,2010-09-04T13:48:00Z,2866,0
SpecialCyCi/AndroidResideMenu,https://github.com/SpecialCyCi/AndroidResideMenu,2013-12-14T15:25:49Z,2859,7
